id,lingua,categoria,livello,fase,persona,territorio,regione,domanda,keyword,ricerche_anno
OBS-I-d6271574-IT,it,montagna,internal,organizzazione,,Val Ferret,Valle d'Aosta,cosa vedere e cosa fare in zona Val Ferret?,escursioni val ferret,1080
OBS-I-d7fcbb05-IT,it,montagna,internal,organizzazione,,Parco Nazionale Gran Paradiso ,Valle d'Aosta,cosa vedere e cosa fare in zona Parco Nazionale Gran Paradiso?,parco nazionale gran paradiso cosa vedere,1980
OBS-I-df8ad075-IT,it,montagna,internal,organizzazione,,Parco Nazionale dell'Appennino Tosco-Emiliano ,Emilia-Romagna,cosa vedere e cosa fare in zona Appennino Tosco-Emiliano?,appennino tosco-emiliano cosa vedere,2550
OBS-I-e258d261-IT,it,montagna,internal,hotel,,Monte Amiata,Toscana,dove dormire in zona Monte Amiata?,dove dormire monte amiata,4950
OBS-I-e52c9632-IT,it,montagna,internal,hotel,,Parco Nazionale dei Monti Sibillini ,Marche,dove dormire in zona Monti Sibillini?,dove dormire monti sibillini,2300
OBS-I-eae5e1e9-IT,it,montagna,internal,organizzazione,,Parco Nazionale dello Stelvio - Nationalpark Stilfser Joch ,Lombardia,cosa vedere e cosa fare in zona Parco Nazionale dello Stelvio?,parco nazionale dello stelvio cosa vedere,1270
OBS-I-effa2610-IT,it,montagna,internal,organizzazione,,Alpi Carniche,Friuli-Venezia Giulia,cosa vedere e cosa fare in zona Alpi Carniche?,alpi carniche cosa vedere,1500
OBS-I-f5499177-IT,it,montagna,internal,hotel,,Mugello,Toscana,dove dormire in zona Mugello?,hotel vicino mugello,1030
OBS-I-f890c8e8-IT,it,montagna,internal,organizzazione,,Casentino,Toscana,cosa vedere e cosa fare in zona Casentino?,casentino cosa vedere,3230
OBS-I-fa094ad5-IT,it,montagna,internal,organizzazione,,Carnia,Friuli-Venezia Giulia,cosa vedere e cosa fare in zona Carnia?,carnia cosa vedere,3520
OBS-C-184f6755-IT,it,neve,comparative,sogno,,Toscana,Toscana,quali sono le migliori località sciistiche in Toscana?,sciare in toscana,3000
OBS-C-3db58d1e-IT,it,neve,comparative,sogno,,Abruzzo,Abruzzo,dove andare a sciare per un weekend in Abruzzo?,weekend sulla neve abruzzo,3010
OBS-C-47b62664-EN,en,neve,comparative,sogno,,Sicilia,Sicilia,what are the best ski resorts in Sicily?,ski resorts sicily,6200
OBS-C-47b90a24-EN,en,neve,comparative,hotel,,Italia,,what are the best ski hotels in Italy?,ski chalets italy,4010
OBS-C-556f9c31-IT,it,neve,comparative,sogno,,Italia,,quali sono le migliori località sciistiche in Italia?,località sciistiche italia,5480
OBS-C-5ad39287-IT,it,neve,comparative,sogno,,Piemonte,Piemonte,quali sono le migliori località sciistiche in Piemonte?,località sciistiche piemonte,7990
OBS-C-653dc0cb-IT,it,neve,comparative,hotel,,Valle d'Aosta,Valle d'Aosta,quali sono i migliori hotel sulle piste da sci in Valle d'Aosta?,hotel sulle piste da sci valle d'aosta,1000
OBS-C-66c7a7c9-EN,en,neve,comparative,sogno,,Toscana,Toscana,what are the best ski resorts in Tuscany?,ski resorts tuscany,1800
OBS-C-69e0943f-EN,en,neve,comparative,sogno,,Calabria,Calabria,what are the best ski resorts in Calabria?,skiing in calabria,1530
OBS-C-8067e8e5-IT,it,neve,comparative,sogno,,Marche,Marche,quali sono le migliori località sciistiche nelle Marche?,sciare nelle marche,1690
OBS-C-8575c6b7-IT,it,neve,comparative,sogno,,Lombardia,Lombardia,quali sono le migliori località sciistiche in Lombardia?,località sciistiche lombardia,4530
OBS-C-92e3dd23-IT,it,neve,comparative,hotel,,Abruzzo,Abruzzo,quali sono i migliori hotel sulle piste da sci in Abruzzo?,hotel neve abruzzo,5540
OBS-C-99ee6afe-IT,it,neve,comparative,sogno,,Veneto,Veneto,quali sono le migliori località sciistiche in Veneto?,dove sciare in veneto,2180
OBS-C-9c44a572-IT,it,neve,comparative,sogno,,Trentino-Alto Adige,Trentino-Alto Adige,quali sono le migliori località sciistiche in Trentino-Alto Adige?,sciare in trentino-alto adige,2160
OBS-C-ad6566c1-IT,it,neve,comparative,sogno,,Molise,Molise,quali sono le migliori località sciistiche in Molise?,sciare in molise,1140
OBS-C-adad51de-EN,en,neve,comparative,sogno,,Italia,,what are the best ski resorts in Italy?,italy ski resorts,197200
OBS-C-b77035c2-IT,it,neve,comparative,sogno,,Basilicata,Basilicata,quali sono le migliori località sciistiche in Basilicata?,sciare in basilicata,1920
OBS-C-b855da1e-IT,it,neve,comparative,sogno,,Friuli-Venezia Giulia,Friuli-Venezia Giulia,quali sono le migliori località sciistiche in Friuli-Venezia Giulia?,sciare in friuli-venezia giulia,3440
OBS-C-ba3ec65b-IT,it,neve,comparative,sogno,,Emilia-Romagna,Emilia-Romagna,quali sono le migliori località sciistiche in Emilia-Romagna?,sciare in emilia-romagna,2460
OBS-C-bce1101d-EN,en,neve,comparative,sogno,,Trentino-Alto Adige,Trentino-Alto Adige,what are the best ski resorts in Trentino-Alto Adige?,ski resorts trentino,3510
OBS-C-c669ca27-EN,en,neve,comparative,sogno,,Piemonte,Piemonte,what are the best ski resorts in Piedmont?,piedmont ski resorts,3290
OBS-C-ca290c5d-EN,en,neve,comparative,sogno,,Valle d'Aosta,Valle d'Aosta,what are the best ski resorts in Aosta Valley?,ski resorts aosta valley,14470
OBS-C-dbb58132-IT,it,neve,comparative,sogno,,Abruzzo,Abruzzo,quali sono le migliori località sciistiche in Abruzzo?,sciare in abruzzo,9980
OBS-C-de8441a7-IT,it,neve,comparative,sogno,,Valle d'Aosta,Valle d'Aosta,quali sono le migliori località sciistiche in Valle d'Aosta?,località sciistiche valle d'aosta,6260
OBS-C-f2042863-IT,it,neve,comparative,sogno,,Lazio,Lazio,quali sono le migliori località sciistiche nel Lazio?,dove sciare nel lazio,1260
OBS-C-f8dcb422-IT,it,neve,comparative,sogno,,Calabria,Calabria,quali sono le migliori località sciistiche in Calabria?,sciare in calabria,3850
OBS-C-faae9e42-EN,en,neve,comparative,sogno,,Abruzzo,Abruzzo,what are the best ski resorts in Abruzzo?,ski resorts abruzzo,5180
OBS-C-fd1a8286-IT,it,neve,comparative,sogno,,Sicilia,Sicilia,quali sono le migliori località sciistiche in Sicilia?,sciare in sicilia,1340
OBS-I-00538c61-IT,it,neve,internal,hotel,famiglie,Val di Fassa ,Trentino-Alto Adige,quali sono i migliori hotel per famiglie a Val di Fassa?,family hotel val di fassa,25000
OBS-I-00ccf2e7-IT,it,neve,internal,organizzazione,,Ovindoli,Abruzzo,cosa vedere a Ovindoli?,cosa vedere ovindoli,2300
OBS-I-011051a0-IT,it,neve,internal,hotel,lusso,Champoluc,Valle d'Aosta,quali sono i migliori hotel di lusso a Champoluc?,hotel 5 stelle champoluc,2530
OBS-I-0301a9de-IT,it,neve,internal,organizzazione,,"Tarvisio, Tarvis ",Friuli-Venezia Giulia,cosa vedere a Tarvisio?,cosa vedere tarvisio,9940
OBS-I-031753ae-IT,it,neve,internal,organizzazione,,Val d'Aveto ,Liguria,cosa vedere a Val d'Aveto?,val d'aveto cosa vedere,1410
OBS-I-03196635-IT,it,neve,internal,hotel,animali,Val di Fassa ,Trentino-Alto Adige,quali sono i migliori hotel che accettano animali a Val di Fassa?,hotel pet friendly val di fassa,1500
OBS-I-038e1d73-EN,en,neve,internal,hotel,,Val di Fiemme,Trentino-Alto Adige,what are the best hotels in Val di Fiemme?,hotels in val di fiemme,25800
OBS-I-049488c4-IT,it,neve,internal,organizzazione,,Cortina d'Ampezzo ,Veneto,cosa vedere a Cortina d'Ampezzo?,cosa fare a cortina d'ampezzo,4670
OBS-I-09c3f52d-EN,en,neve,internal,hotel,,Livigno,Lombardia,what are the best hotels in Livigno?,hotels in livigno,132700
OBS-I-09fd3cd2-IT,it,neve,internal,organizzazione,,Prato Nevoso,Piemonte,cosa vedere a Prato Nevoso?,cosa fare a prato nevoso,1240
OBS-I-0a76502b-IT,it,neve,internal,hotel,famiglie,Champoluc,Valle d'Aosta,quali sono i migliori hotel per famiglie a Champoluc?,family hotel champoluc,1160
OBS-I-0c3d12d4-EN,en,neve,internal,hotel,,Claviere ,Piemonte,what are the best hotels in Claviere?,claviere hotels,9540
OBS-I-0dfa2f8e-EN,en,neve,internal,hotel,lusso,Cortina d'Ampezzo ,Veneto,what are the best luxury hotels in Cortina d'Ampezzo?,luxury hotels in cortina d'ampezzo,1850
OBS-I-0e9a4271-IT,it,neve,internal,hotel,,Lorica,Calabria,quali sono i migliori hotel a Lorica?,hotel lorica,8020
OBS-I-0f0f0798-IT,it,neve,internal,hotel,,Piano Battaglia,Sicilia,quali sono i migliori hotel a Piano Battaglia?,hotel piano battaglia,4820
OBS-I-0fa3155b-IT,it,neve,internal,hotel,famiglie,Ski Area San Pellegrino - Falcade ,Veneto,quali sono i migliori hotel per famiglie a Moena?,family hotel moena,9730
OBS-I-0fa707e8-IT,it,neve,internal,hotel,,Santa Caterina ,Lombardia,quali sono i migliori hotel a Santa Caterina?,hotel santa caterina,92200
OBS-I-10beef80-IT,it,neve,internal,organizzazione,,Monesi di Triora ,Liguria,cosa vedere a Triora?,triora cosa vedere,4680
OBS-I-116b50dc-IT,it,neve,internal,hotel,famiglie,Ponte di Legno - Passo Tonale ,Lombardia,quali sono i migliori hotel per famiglie a Ponte di Legno?,family hotel ponte di legno,4750
OBS-I-11da58b9-IT,it,neve,internal,organizzazione,,Forni di Sopra,Friuli-Venezia Giulia,cosa vedere a Forni di Sopra?,forni di sopra cosa vedere,1790
OBS-I-120355aa-IT,it,neve,internal,organizzazione,,Campitello Matese ,Molise,cosa vedere a Campitello Matese?,cosa fare a campitello matese,2660
OBS-I-12af6368-IT,it,neve,internal,organizzazione,,Lorica,Calabria,cosa vedere a Lorica?,cosa fare a lorica,2550
OBS-I-12d7ffc1-IT,it,neve,internal,hotel,,Madonna di Campiglio,Trentino-Alto Adige,quali sono i migliori hotel a Madonna di Campiglio?,hotel madonna di campiglio,166200
OBS-I-1433c28b-EN,en,neve,internal,hotel,,Monte Terminillo,Lazio,what are the best hotels in Monte Terminillo?,monte terminillo hotels,2630
OBS-I-1467aa20-IT,it,neve,internal,hotel,lusso,Ski Area San Pellegrino - Falcade ,Veneto,quali sono i migliori hotel di lusso a Moena?,hotel 5 stelle moena,1060
OBS-I-14a164e1-EN,en,neve,internal,hotel,,Roccaraso - Rivisondoli ,Abruzzo,what are the best hotels in Rivisondoli?,rivisondoli hotels,39800
OBS-I-14a92f61-IT,it,neve,internal,hotel,famiglie,Madesimo,Lombardia,quali sono i migliori hotel per famiglie a Madesimo?,family hotel madesimo,1600
OBS-I-1592a9ae-IT,it,neve,internal,organizzazione,,Monte Livata,Lazio,cosa vedere a Monte Livata?,monte livata cosa vedere,2820
OBS-I-15d24e57-IT,it,neve,internal,organizzazione,,Campo Imperatore ,Abruzzo,cosa vedere a Campo Imperatore?,campo imperatore cosa vedere,4500
OBS-I-16ef4df9-IT,it,neve,internal,hotel,,La Thuile,Valle d'Aosta,quali sono i migliori hotel alla Thuile?,hotel la thuile,36900
OBS-I-1758f5d5-IT,it,neve,internal,hotel,,Sellata - Arioso ,Basilicata,quali sono i migliori hotel a Sellata?,hotel sellata,3930
OBS-I-17b89cf3-IT,it,neve,internal,hotel,famiglie,Sappada,Friuli-Venezia Giulia,quali sono i migliori hotel per famiglie a Sappada?,family hotel sappada,1430
OBS-I-1c4afa47-IT,it,neve,internal,hotel,,Etna Sud/Nicolosi ,Sicilia,quali sono i migliori hotel a Nicolosi?,hotel nicolosi,3290
OBS-I-1eaa57e9-IT,it,neve,internal,hotel,famiglie,Pila ,Valle d'Aosta,quali sono i migliori hotel per famiglie a Pila?,family hotel pila,1170
OBS-I-1eca41a8-IT,it,neve,internal,organizzazione,,Etna Nord ,Sicilia,cosa vedere a Linguaglossa?,linguaglossa cosa vedere,1670
OBS-I-1f6d84a9-IT,it,neve,internal,hotel,lusso,Madonna di Campiglio,Trentino-Alto Adige,quali sono i migliori hotel di lusso a Madonna di Campiglio?,hotel 5 stelle madonna di campiglio,7830
OBS-I-208f22c5-EN,en,neve,internal,organizzazione,,Cervinia,Valle d'Aosta,what to see in Cervinia?,things to do in cervinia,1360
OBS-I-20cb7a1c-EN,en,neve,internal,hotel,,Cortina d'Ampezzo ,Veneto,what are the best hotels in Cortina d'Ampezzo?,cortina d'ampezzo hotels,35700
OBS-I-217482b7-IT,it,neve,internal,organizzazione,,Val di Fassa ,Trentino-Alto Adige,cosa vedere a Val di Fassa?,cosa vedere val di fassa,13490
OBS-I-21d78946-EN,en,neve,internal,hotel,,Campo Imperatore ,Abruzzo,what are the best hotels in L'Aquila?,l'aquila hotels,4720
OBS-I-22140b3b-IT,it,neve,internal,organizzazione,,"Zoncolan, Çoncolan ",Friuli-Venezia Giulia,cosa vedere a Sutrio?,sutrio cosa vedere,2640
OBS-I-244b54da-EN,en,neve,internal,organizzazione,,Cortina d'Ampezzo ,Veneto,what to see in Cortina d'Ampezzo?,things to do in cortina d'ampezzo,16150
OBS-I-24abd1d7-EN,en,neve,internal,hotel,,Ski Area San Pellegrino - Falcade ,Veneto,what are the best hotels in Falcade?,falcade hotels,28180
OBS-I-26a8a927-IT,it,neve,internal,hotel,,Cortina d'Ampezzo ,Veneto,quali sono i migliori hotel a Cortina d'Ampezzo?,hotel cortina d'ampezzo,46300
OBS-I-289bd8f9-IT,it,neve,internal,hotel,lusso,Val di Fassa ,Trentino-Alto Adige,quali sono i migliori hotel di lusso a Val di Fassa?,hotel 5 stelle val di fassa,1770
OBS-I-289dc332-IT,it,neve,internal,hotel,,Mondolè,Piemonte,quali sono i migliori hotel a Mondolè?,hotel mondolè,15470
OBS-I-28d216a0-EN,en,neve,internal,organizzazione,,Courmayeur,Valle d'Aosta,what to see in Courmayeur?,things to do in courmayeur,4080
OBS-I-29f7ab32-EN,en,neve,internal,hotel,,Ponte di Legno - Passo Tonale ,Lombardia,what are the best hotels in Ponte di Legno?,ponte di legno hotels,84400
OBS-I-2a50b8b6-EN,en,neve,internal,hotel,,Aprica ,Lombardia,what are the best hotels in Aprica?,aprica hotels,12670
OBS-I-2a86b6d9-IT,it,neve,internal,hotel,,"Tarvisio, Tarvis ",Friuli-Venezia Giulia,quali sono i migliori hotel a Tarvisio?,hotel tarvisio,31600
OBS-I-2bb21059-EN,en,neve,internal,hotel,,Madesimo,Lombardia,what are the best hotels in Madesimo?,madesimo hotels,29310
OBS-I-2c194297-IT,it,neve,internal,hotel,,San Martino di Castrozza - Passo Rolle ,Trentino-Alto Adige,quali sono i migliori hotel a San Martino di Castrozza?,hotel san martino di castrozza,78300
OBS-I-2cb9c02c-EN,en,neve,internal,hotel,,Etna Sud/Nicolosi ,Sicilia,what are the best hotels in Nicolosi?,nicolosi hotels,1080
OBS-I-2d7e9c36-IT,it,neve,internal,organizzazione,,Campo Staffi ,Lazio,cosa vedere a Filettino?,filettino cosa vedere,2190
OBS-I-2e58175b-EN,en,neve,internal,hotel,famiglie,Ski Area San Pellegrino - Falcade ,Veneto,what are the best family-friendly hotels in Moena?,moena family hotels,4250
OBS-I-2f26bf0f-IT,it,neve,internal,organizzazione,,Klausberg Skiarena ,Trentino-Alto Adige,cosa vedere a Valle Aurina?,cosa vedere valle aurina,9260
OBS-I-301f1a2c-EN,en,neve,internal,hotel,,Klausberg Skiarena ,Trentino-Alto Adige,what are the best hotels in Valle Aurina?,hotels in valle aurina,35700
OBS-I-335a149d-IT,it,neve,internal,hotel,,Campo Felice ,Abruzzo,quali sono i migliori hotel a Campo Felice?,hotel campo felice,41500
OBS-I-337299a5-IT,it,neve,internal,hotel,,Sappada,Friuli-Venezia Giulia,quali sono i migliori hotel a Sappada?,hotel sappada,53800
OBS-I-342d1524-IT,it,neve,internal,hotel,,Ski Civetta ,Veneto,quali sono i migliori hotel ad Alleghe?,hotel alleghe,15210
OBS-I-34904c4a-IT,it,neve,internal,hotel,,Sirino ,Basilicata,quali sono i migliori hotel a Lagonegro?,hotel lagonegro,10020
OBS-I-34dc7700-IT,it,neve,internal,organizzazione,,San Martino di Castrozza - Passo Rolle ,Trentino-Alto Adige,cosa vedere a San Martino di Castrozza?,cosa fare a san martino di castrozza,6620
OBS-I-3549d424-EN,en,neve,internal,hotel,famiglie,Livigno,Lombardia,what are the best family-friendly hotels in Livigno?,livigno family hotels,16740
OBS-I-3637c92b-IT,it,neve,internal,organizzazione,,"Drei Zinnen - Tre Cime, Drei Zinnen, Tre Cime ",Trentino-Alto Adige,cosa vedere a San Candido?,cosa vedere san candido,15250
OBS-I-369e9dc2-EN,en,neve,internal,hotel,,Monesi di Triora ,Liguria,what are the best hotels in Triora?,triora hotels,2030
OBS-I-36d6cd81-IT,it,neve,internal,hotel,lusso,Livigno,Lombardia,quali sono i migliori hotel di lusso a Livigno?,hotel 5 stelle livigno,3870
OBS-I-36da1101-EN,en,neve,internal,hotel,,Rocca Pietore; Sottoguda ,Veneto,what are the best hotels in Rocca Pietore?,rocca pietore hotels,5060
OBS-I-3785a01d-IT,it,neve,internal,organizzazione,,Macugnaga,Piemonte,cosa vedere a Macugnaga?,cosa vedere macugnaga,3100
OBS-I-37ccadb3-EN,en,neve,internal,hotel,,"Kronplatz - Plan de Corones, Kronplatz, Plan de Corones ",Trentino-Alto Adige,what are the best hotels in Kronplatz?,kronplatz hotels,27700
OBS-I-37f4ec7b-IT,it,neve,internal,organizzazione,,Val Gardena,Trentino-Alto Adige,cosa vedere a Val Gardena?,val gardena cosa vedere,3300
OBS-I-38a1e1bc-EN,en,neve,internal,hotel,,Pila ,Valle d'Aosta,what are the best hotels in Pila?,pila hotels,11150
OBS-I-390cef29-EN,en,neve,internal,hotel,,La Thuile,Valle d'Aosta,what are the best hotels in La Thuile?,hotels in la thuile,3120
OBS-I-3b8bb2fa-EN,en,neve,internal,hotel,,Piani di Bobbio,Lombardia,what are the best hotels in Piani di Bobbio?,piani di bobbio hotels,9960
OBS-I-3ba62bb5-EN,en,neve,internal,organizzazione,,Campo Imperatore ,Abruzzo,what to see in L'Aquila?,things to do in l'aquila,1290
OBS-I-3ef9f582-IT,it,neve,internal,hotel,,Campo Stella ,Lazio,quali sono i migliori hotel a Campo Stella?,hotel campo stella,10680
OBS-I-3f1a205c-IT,it,neve,internal,hotel,lusso,Klausberg Skiarena ,Trentino-Alto Adige,quali sono i migliori hotel di lusso a Valle Aurina?,hotel 5 stelle valle aurina,2720
OBS-I-3ff8cad2-EN,en,neve,internal,hotel,,Campocatino ,Lazio,what are the best hotels in Campocatino?,campocatino hotels,1460
OBS-I-40ef1c0b-IT,it,neve,internal,hotel,,Bolognola,Marche,quali sono i migliori hotel a Bolognola?,hotel bolognola,1080
OBS-I-4143a0ed-IT,it,neve,internal,hotel,famiglie,Sestriere ,Piemonte,quali sono i migliori hotel per famiglie a Sestriere?,family hotel sestriere,2130
OBS-I-41868db4-IT,it,neve,internal,hotel,,Monte Baldo,Veneto,quali sono i migliori hotel a Monte Baldo?,hotel monte baldo,5050
OBS-I-41a742c6-IT,it,neve,internal,hotel,,Campo Staffi ,Lazio,quali sono i migliori hotel a Filettino?,hotel filettino,2770
OBS-I-41c49db7-IT,it,neve,internal,hotel,,Val d'Aveto ,Liguria,quali sono i migliori hotel a Santo Stefano d'Aveto?,hotel santo stefano d'aveto,3150
OBS-I-42112864-IT,it,neve,internal,hotel,animali,Livigno,Lombardia,quali sono i migliori hotel che accettano animali a Livigno?,hotel pet friendly livigno,1290
OBS-I-43ec708b-IT,it,neve,internal,hotel,,Champoluc,Valle d'Aosta,quali sono i migliori hotel a Champoluc?,hotel champoluc,41500
OBS-I-456e6f7f-IT,it,neve,internal,hotel,famiglie,Klausberg Skiarena ,Trentino-Alto Adige,quali sono i migliori hotel per famiglie a Valle Aurina?,family hotel valle aurina,5630
OBS-I-484ca0bd-EN,en,neve,internal,hotel,,Forni di Sopra,Friuli-Venezia Giulia,what are the best hotels in Forni di Sopra?,forni di sopra hotels,16630
OBS-I-4af25d70-EN,en,neve,internal,hotel,,Sestriere ,Piemonte,what are the best hotels in Sestriere?,hotels in sestriere,24490
OBS-I-4bad291d-EN,en,neve,internal,hotel,,Santa Caterina ,Lombardia,what are the best hotels in Santa Caterina?,santa caterina hotels,225300
OBS-I-4c9c1f12-EN,en,neve,internal,hotel,,Seiser Alm,Trentino-Alto Adige,what are the best hotels in Seiser Alm?,seiser alm hotels,64000
OBS-I-4d2dd1ca-IT,it,neve,internal,hotel,famiglie,Val Gardena,Trentino-Alto Adige,quali sono i migliori hotel per famiglie a Val Gardena?,family hotel val gardena,10250
OBS-I-4df696fb-EN,en,neve,internal,hotel,,Sauze D'Oulx,Piemonte,what are the best hotels in Sauze D'Oulx?,sauze d'oulx hotels,3310
OBS-I-4e6a1923-IT,it,neve,internal,hotel,,"Paganella, Area sciistica Andalo Fai della Paganella ",Trentino-Alto Adige,quali sono i migliori hotel a Paganella?,hotel paganella,10970
OBS-I-4f2f5ca1-IT,it,neve,internal,hotel,,"Zoncolan, Çoncolan ",Friuli-Venezia Giulia,quali sono i migliori hotel a Zoncolan?,hotel zoncolan,2940
OBS-I-4f612eb1-IT,it,neve,internal,hotel,,Artesina ,Piemonte,quali sono i migliori hotel ad Artesina?,hotel artesina,3280
OBS-I-502b6ba4-EN,en,neve,internal,hotel,famiglie,Madonna di Campiglio,Trentino-Alto Adige,what are the best family-friendly hotels in Madonna di Campiglio?,madonna di campiglio family hotels,14580
OBS-I-50c8a95f-EN,en,neve,internal,hotel,,Area Sciistica Abetone ,Toscana,what are the best hotels in Abetone?,abetone hotels,48160
OBS-I-55fc460b-IT,it,neve,internal,hotel,famiglie,Pescasseroli,Abruzzo,quali sono i migliori hotel per famiglie a Pescasseroli?,family hotel pescasseroli,1260
OBS-I-5608cd31-EN,en,neve,internal,hotel,,Macugnaga,Piemonte,what are the best hotels in Macugnaga?,macugnaga hotels,29200
OBS-I-5650ce82-EN,en,neve,internal,hotel,,"Cimone, Area sciistica Monte Cimone ",Emilia-Romagna,what are the best hotels in Monte Cimone?,monte cimone hotels,12940
OBS-I-588f0e8e-EN,en,neve,internal,hotel,,Corno alle Scale ,Emilia-Romagna,what are the best hotels in Corno alle Scale?,corno alle scale hotels,11920
OBS-I-5ad92b03-IT,it,neve,internal,hotel,,"Folgaria, Area sciistica Folgaria ",Trentino-Alto Adige,quali sono i migliori hotel a Folgaria?,hotel folgaria,91900
OBS-I-5b80d944-EN,en,neve,internal,hotel,,"Drei Zinnen - Tre Cime, Drei Zinnen, Tre Cime ",Trentino-Alto Adige,what are the best hotels in Drei Zinnen?,drei zinnen hotels,20400
OBS-I-5c144132-IT,it,neve,internal,hotel,famiglie,"Drei Zinnen - Tre Cime, Drei Zinnen, Tre Cime ",Trentino-Alto Adige,quali sono i migliori hotel per famiglie a San Candido?,family hotel san candido,10430
OBS-I-5c3e19c3-IT,it,neve,internal,organizzazione,,Camigliatello Silano,Calabria,cosa vedere a Camigliatello Silano?,cosa fare a camigliatello silano,4270
OBS-I-5d672a59-IT,it,neve,internal,organizzazione,,Ski Area San Pellegrino - Falcade ,Veneto,cosa vedere a Falcade?,cosa vedere falcade,1840
OBS-I-5de443fa-IT,it,neve,internal,organizzazione,,"Folgaria, Area sciistica Folgaria ",Trentino-Alto Adige,cosa vedere a Folgaria?,cosa vedere folgaria,6750
OBS-I-5e5bf842-EN,en,neve,internal,hotel,,Cervinia,Valle d'Aosta,what are the best hotels in Cervinia?,hotels in cervinia,115900
OBS-I-6054d29c-IT,it,neve,internal,organizzazione,,Piancavallo ,Friuli-Venezia Giulia,cosa vedere a Piancavallo?,cosa fare a piancavallo,1010
OBS-I-60ca6767-IT,it,neve,internal,hotel,,Monte Terminillo,Lazio,quali sono i migliori hotel a Monte Terminillo?,hotel monte terminillo,2630
OBS-I-616013a6-EN,en,neve,internal,hotel,,Madonna di Campiglio,Trentino-Alto Adige,what are the best hotels in Madonna di Campiglio?,madonna di campiglio hotels,6090
OBS-I-61d7ea20-EN,en,neve,internal,hotel,,Monte Catria ,Marche,what are the best hotels in Frontone?,frontone hotels,6300
OBS-I-61e689e2-IT,it,neve,internal,organizzazione,,Gambarie ,Calabria,cosa vedere a Gambarie?,gambarie cosa vedere,1500
OBS-I-61fb6c4d-IT,it,neve,internal,hotel,lusso,Val Gardena,Trentino-Alto Adige,quali sono i migliori hotel di lusso a Val Gardena?,hotel 5 stelle val gardena,2570
OBS-I-62701ef1-EN,en,neve,internal,hotel,lusso,Courmayeur,Valle d'Aosta,what are the best luxury hotels in Courmayeur?,luxury hotels in courmayeur,1500
OBS-I-62851985-IT,it,neve,internal,organizzazione,,La Thuile,Valle d'Aosta,cosa vedere alla Thuile?,cosa vedere la thuile,2830
OBS-I-62d0d5e1-EN,en,neve,internal,hotel,,Sirino ,Basilicata,what are the best hotels in Lagonegro?,lagonegro hotels,10290
OBS-I-64193f69-IT,it,neve,internal,hotel,lusso,Roccaraso - Rivisondoli ,Abruzzo,quali sono i migliori hotel di lusso a Rivisondoli?,hotel 5 stelle rivisondoli,2650
OBS-I-6606f4e3-IT,it,neve,internal,organizzazione,,Madonna di Campiglio,Trentino-Alto Adige,cosa vedere a Madonna di Campiglio?,cosa fare a madonna di campiglio,8430
OBS-I-67df7c92-IT,it,neve,internal,hotel,lusso,"Kronplatz - Plan de Corones, Kronplatz, Plan de Corones ",Trentino-Alto Adige,quali sono i migliori hotel di lusso a Brunico?,hotel 5 stelle brunico,1780
OBS-I-67ef42eb-IT,it,neve,internal,hotel,economici,Bormio ,Lombardia,quali sono i migliori hotel economici a Bormio?,hotel economici bormio,4510
OBS-I-691c3ef9-IT,it,neve,internal,hotel,famiglie,Bardonecchia,Piemonte,quali sono i migliori hotel per famiglie a Bardonecchia?,family hotel bardonecchia,1410
OBS-I-6a2e814a-IT,it,neve,internal,organizzazione,,Sappada,Friuli-Venezia Giulia,cosa vedere a Sappada?,cosa vedere sappada,8050
OBS-I-6a4e4834-IT,it,neve,internal,organizzazione,,Alta Badia ,Trentino-Alto Adige,cosa vedere ad Alta Badia?,cosa vedere alta badia,1150
OBS-I-6a5c12db-IT,it,neve,internal,hotel,,Madesimo,Lombardia,quali sono i migliori hotel a Madesimo?,hotel madesimo,27080
OBS-I-6b9fac96-EN,en,neve,internal,hotel,,Sappada,Friuli-Venezia Giulia,what are the best hotels in Sappada?,sappada hotels,55500
OBS-I-6c31449a-EN,en,neve,internal,organizzazione,,Piancavallo ,Friuli-Venezia Giulia,what to see in Aviano?,things to do in aviano,1480
OBS-I-6e0c5471-IT,it,neve,internal,hotel,,Presolana,Lombardia,quali sono i migliori hotel a Presolana?,hotel presolana,3360
OBS-I-6e365476-EN,en,neve,internal,hotel,,Val Gardena,Trentino-Alto Adige,what are the best hotels in Val Gardena?,hotels in val gardena,55300
OBS-I-6f27b3b7-IT,it,neve,internal,hotel,animali,Val Gardena,Trentino-Alto Adige,quali sono i migliori hotel che accettano animali a Val Gardena?,hotel pet friendly val gardena,1030
OBS-I-6f3ac7be-EN,en,neve,internal,hotel,,"Tarvisio, Tarvis ",Friuli-Venezia Giulia,what are the best hotels in Tarvisio?,tarvisio hotels,16240
OBS-I-716add99-EN,en,neve,internal,hotel,,Nevegal,Veneto,what are the best hotels in Nevegal?,nevegal hotels,1010
OBS-I-71c545a7-IT,it,neve,internal,hotel,,Arabba ,Veneto,quali sono i migliori hotel ad Arabba?,hotel arabba,23480
OBS-I-72bf8d2b-IT,it,neve,internal,organizzazione,,Val di Fiemme,Trentino-Alto Adige,cosa vedere a Val di Fiemme?,cosa vedere val di fiemme,6310
OBS-I-72e3a5e4-IT,it,neve,internal,organizzazione,,Madesimo,Lombardia,cosa vedere a Madesimo?,madesimo cosa vedere,1850
